rule_code,severity,scene_id,shot_id,asset_id,title,reason,recommendation
MISSING_VISUAL,high,S18,,,Создать материал: atlas logo,Шот 144 не имеет назначенного материала; нужен для сцены 'Финал: история сохраняет следы'.,"Ultra photorealistic historical documentary frame. Scene: Финал: история сохраняет следы. Required visual: atlas logo. Emotion: уважение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S18,,,Создать материал: empty horizon,Шот 146 не имеет назначенного материала; нужен для сцены 'Финал: история сохраняет следы'.,"Ultra photorealistic historical documentary frame. Scene: Финал: история сохраняет следы. Required visual: empty horizon. Emotion: уважение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S18,,,Создать материал: atlas logo,Шот 148 не имеет назначенного материала; нужен для сцены 'Финал: история сохраняет следы'.,"Ultra photorealistic historical documentary frame. Scene: Финал: история сохраняет следы. Required visual: atlas logo. Emotion: уважение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
SCENE_LOW_COVERAGE,high,S06,,,Низкое покрытие сцены: Остров Бичи,"Покрытие 44.4%, готово 4/9.","Добавить 2–4 материала для сцены 'Остров Бичи', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S07,,,Низкое покрытие сцены: Находка записки,"Покрытие 0.0%, готово 0/9.","Добавить 2–4 материала для сцены 'Находка записки', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S08,,,Низкое покрытие сцены: Две записи на одном листе,"Покрытие 22.2%, готово 2/9.","Добавить 2–4 материала для сцены 'Две записи на одном листе', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S09,,,Низкое покрытие сцены: Сто пять человек уходят пешком,"Покрытие 12.5%, готово 1/8.","Добавить 2–4 материала для сцены 'Сто пять человек уходят пешком', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S10,,,Низкое покрытие сцены: Шлюпка на санях,"Покрытие 37.5%, готово 3/8.","Добавить 2–4 материала для сцены 'Шлюпка на санях', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S11,,,Низкое покрытие сцены: Странный груз,"Покрытие 12.5%, готово 1/8.","Добавить 2–4 материала для сцены 'Странный груз', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S12,,,Низкое покрытие сцены: Кости и спорные улики,"Покрытие 55.6%, готово 5/9.","Добавить 2–4 материала для сцены 'Кости и спорные улики', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S13,,,Низкое покрытие сцены: Наука возвращается на Бичи,"Покрытие 22.2%, готово 2/9.","Добавить 2–4 материала для сцены 'Наука возвращается на Бичи', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S14,,,Низкое покрытие сцены: Торрингтон и масштаб исследования,"Покрытие 25.0%, готово 2/8.","Добавить 2–4 материала для сцены 'Торрингтон и масштаб исследования', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S15,,,Низкое покрытие сцены: Свинец и новая картина,"Покрытие 22.2%, готово 2/9.","Добавить 2–4 материала для сцены 'Свинец и новая картина', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S16,,,Низкое покрытие сцены: Современные поиски,"Покрытие 11.1%, готово 1/9.","Добавить 2–4 материала для сцены 'Современные поиски', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S17,,,Низкое покрытие сцены: Erebus и Terror найдены,"Покрытие 33.3%, готово 3/9.","Добавить 2–4 материала для сцены 'Erebus и Terror найдены', включая общий план, крупную деталь и переходный B-roll."
SCENE_LOW_COVERAGE,high,S18,,,Низкое покрытие сцены: Финал: история сохраняет следы,"Покрытие 50.0%, готово 4/8.","Добавить 2–4 материала для сцены 'Финал: история сохраняет следы', включая общий план, крупную деталь и переходный B-roll."
ASSET_OVERUSED,medium,S01,shot_0001,3d326143f59fb6fd,Повтор материала: S01_SH01_Arctic_Aerial_Master.jpg,Материал используется 39 раз. Это снижает визуальное разнообразие.,"Оставить 1–2 лучших использования, остальные заменить на B-roll или сгенерировать альтернативы."
API_NOT_READY,blocking,,,,API не подключён для автоматического исполнения,Подключено 0/6 сервисов. Live generation disabled.,Добавить ключи OpenAI/Leonardo/ElevenLabs/YouTube в .env и повторить Live API Test.
